project,class
htmlunit,CSSStyleDeclaration
marauroa,marauroad
lucene,FuzzyConfig
jasperreports,JRJavacCompiler
jasperreports,OdtServlet
lucene,NormsWriter
findbugs,FieldVariable
castor,EnumerationDescriptor
joggplayer,DecodeExample
ivatagroupware,PageDO
jruby,MemoryHolder
heritrix,DecidingScope
exoportal,ImportSysViewTest
jfreechart,XYImageAnnotationTests
ganttproject,DependencyTagHandler
jasperreports,JExcelApiServlet
argouml,Tools
fitlibraryforfitnesse,CrossReferenceFixture
itext,ImgWMF
quilt,TestArrComparator
megamek,ISBAMG
jfreechart,DefaultPlotEditor
oscache,CacheGroupEvent
maven,MetadataGraphEdge
jmeter,DeleteColumnAction
lucene,SimpleIntEncoder
lucene,CategoryContainer
xerces,XPointerProcessor
c_jdbc,XmlTools
poi,DummyRecordWithChildren
javacc,JJDocMainTest
exoportal,TestGetServiceDescriptionInterface
megamek,CLLRM2OS
galleon,EmailConfiguration
freecol,Server
james,ProcessorAbstract
pmd,SimpleRuleSetNameMapper
jedit,GlobalOptions
jchempaint,IBioPolymer
struts,RPCError
struts,OldDecorator2NewStrutsVelocityDecorator
xalan,TransformerIdentityImpl
weka,Logger
freemind,ColorSwatch
jchempaint,ZindoFormat
lucene,CharTokenizer
struts,ValidationStylesTest
exoportal,CastorMapToElement
drjava,SaveCopyFileSelector
proguard,TargetClassChanger
tapestry,RequestRenderer
aoi,Skeleton
weka,ImageEvent
jruby,RubyToJavaInvoker
james,JamesImapHost
jfreechart,StackedAreaChartTests
lucene,OneComparatorScoringMaxScoreCollector
jasperreports,ScaledDialPointer
roller,WeblogEntryAttributeWrapper
jchempaint,OneElectronJob
jmeter,UserParameterXMLContentHandler
jgroups,TRACE
jhotdraw,JDisclosureToolBarBeanInfo
weka,RegOptimizer
argouml,ModeAddToDiagram
freecol,PlayersTableModel
jruby,BlockingIO
emma,UDataInputStream
sandmark,ClassHierarchy
tomcat,Http11AprProtocol
itext,BmpImage
aoi,Vec2
weka,CostSensitiveClassifier
aoi,Vec3
xerces,XSAnnotationInfo
tomcat,MemoryRuleSet
checkstyle,InputNestedTryDepth
jruby,FileNode
jasperreports,ByteSerializer
proguard,NameFilter
sunflow,ParameterList
poi,Ref3DPtg
lucene,WordnetSynonymParser
jhotdraw,BezierLabelLocator
drawswf,DrawToolsToolbar
exoportal,OperationNotSupported
mvnforum,SingleWatchMail
checkstyle,BlockParentHandler
proguard,SpecialNameFactory
struts,SmapUtil
jmeter,IterationListener
jspwiki,XMLUserDatabaseTest
lucene,TermVectorsWriter
jruby,Member
aoi,SPMSetupFrame
jfreechart,StandardChartTheme
jag,TemplateTreeItemViewer
jasperreports,MeasureValue
mvnforum,AttachmentSearchQuery
jruby,JavaMethodTwoOrNBlock
jfreechart,ContourPlot
weka,BinC45Split
megamek,AmmoBayWeapon
htmlunit,HTMLTableColElementTest
tapestry,ServiceBuilderMethodInvoker
jruby,TrTables
columba,ShowBugDatabaseAction
castor,ExtendedBinding
freecol,FileList
jgraphpad,ViewPorts
galleon,UpcomingServices
jfreechart,Dataset
velocity,Velocity667TestCase
jruby,DynamicReference
heritrix,FailedCheck
openjms,GreaterEqual
poi,POIFSReaderRegistry
poi,TableSprmCompressor
hsqldb,QueryExpression
lucene,PerfRunData
castor,ByIntrospection
struts,PropertiesSettings
jruby,InstanceFieldSetterInstaller
junit,IsCollectionContaining
columba,ProgressObservedInputStream
freecol,TileInfoPanel
jhotdraw,DefaultDOMFactory
fitjava,ColumnFixture
freecol,VideoComponent
columba,MBOXFolderTstFactory
jgraphpad,ShapeUngroup
aoi,BrickModule
findbugs,BytecodeScanner
lucene,FieldTermStack
exoportal,TestNode
jasperreports,JRFillImage
argouml,ActionNewExtendExtensionPoint
castor,TypeProperty
jfreechart,LegendItemEntityTests
itext,PdfStamper
velocity,LinkingUberspector
weka,AttributeSpacing
openjms,RegistryTestCase
jruby,JavaMethodThreeOrN
jfreechart,OHLCTests
jmeter,Daemon
argouml,FigJoinState
jgrapht,ChromaticNumberTest
rssowl,NewsContentProvider
jext,KunststoffGradientTheme
wct,GeneratePermissionTemplateController
axion,AxionBlob
megamek,ProtomechMapSet
sandmark,CFGTree
jung,DelegateTree
weka,PropertyContainer
poi,DataFormatRecord
roller,MathCommentAuthenticator
rssowl,IndexingTask
struts,DivTag
fitlibraryforfitnesse,NonGenericTyped
jedit,Install
tapestry,MultipartDecoderImpl
castor,ClassResolutionByMappingLoader
antlr,ErrorManager
findbugs,WarningPropertyUtil
jgraphpad,FormatLockNotConnectable
c_jdbc,SQLDataSerialization
tapestry,ServiceResources
argouml,ActionNewException
ganttproject,TaskDependency
ganttproject,GanttViewer
roller,StylesheetEdit
poi,ExOleObjStg
megamek,MediumSCCWeapon
pooka,PreviewMessageAction
jext,WhileFunction
columba,MailResourceLoader
pooka,LDAPAddressEntry
pmd,ASTTypeArguments
proguard,ExceptionInstructionChecker
jmeter,LoginConfig
pooka,JdbcWizardController
columba,NotifyDialog
colt,AbstractFloatList
jfreechart,IntervalCategoryItemLabelGenerator
jruby,JavaMethodOneOrTwoOrThreeOrNBlock
xalan,SerializerMessages_pt_BR
jgroups,UNICAST_OOB_Test
jasperreports,JRDesignBubblePlot
htmlunit,HTMLParser
struts,TwoFilterIntegrationTest
tapestry,Attribute
jhotdraw,BezierDemo
tomcat,ScopeEntry
jruby,NailMain
columba,RoasterTreeRenderer
lucene,FixedBitSet
wct,ProfileBasicCredentialsController
jpf,ManifestProcessingException
aoi,HDRDecoder
castor,AbstractRangeFacet
xmojo,DescriptorSupport
jgraphpad,FormatTextPositionTop
jasperreports,EyeCandySixtiesChartTheme
castor,FileLocation
columba,cUnit
freecol,UserConnectionHandler
mvnforum,MvnForumMemberXML
ganttproject,ResourceChartOptionPageProvider
poi,RecordFactory
castor,ManyRelationResolver
freecol,Position
exoportal,UICommunityPortalForm
freecol,ReportExplorationAction
jchempaint,ChiPathClusterDescriptor
hsqldb,BaseHashMap
openjms,SocketConnectorCfg
aoi,ActorKeyframe
findbugs,TimeSeries
jchempaint,RecursiveSmartsAtom
openjms,MessageMgr
lucene,CachedDfSource
lucene,TopFieldCollector
fitlibraryforfitnesse,ParallelTestRunner
struts,PortletUrlTagTest
columba,HeaderItemDNDManager
poi,HSSFFormulaParser
weka,RemoveType
velocity,Parser
argouml,ActionNewCallAction
findbugs,RuntimeExceptionCapture
freemind,LockManager
jena,CannotReifyException
jgroups,Whiteboard
jruby,DebugGlobalVariable
lucene,Ellipse
findbugs,LiveLocalStoreDataflow
freemind,MindMapNodeDropListener
jruby,FrameLoadPlacementProblem
galleon,Skin
openjms,MapMessageConverter
megamek,ISLRT10OS
findbugs,LoadOfKnownNullValue
galleon,ShoutcastFactory
findbugs,OpcodeStackScanner
velocity,ASTIfStatement
argouml,ActionNavigability
poi,DefaultColWidthRecord
jedit,Occur
tomcat,RoleMBean
megamek,CLStreakLRM5IOS
struts,Entry
jgroups,JGroupsClusterTransport
freecol,StopRenderer
poi,Row
proguard,AllClassVisitor
drawswf,LineWidthChooser
jena,Leader
exoportal,SelectActionListener
megamek,CLMG
freecol,TradeRouteStop
columba,ASpellInterface
maven,OperatingSystemProfileActivator
checkstyle,FallThroughCheck
tomcat,EnumElementValue
proguard,ProgramClassFilter
freecol,EmptyIterator
fitlibraryforfitnesse,MyValueDelegate
exoportal,AdminPortalActionListener
xerces,HTMLDOMImplementationImpl
roller,GenericThrottle
poi,NewLinesInCells
displaytag,Displ298RtfTest
megamek,SwordfishHandler
poi,TestDifferentRoutes
sandmark,ThreadPredicateGenerator
rssowl,NewsTableControl
sandmark,NameOverloading
jgroups,ConnectionTableDemo
freecol,WorkInsideColonyMission
tapestry,ServiceDef
jFin_DateMath,HolidayCalendarFactoryFinancialCalendarImpl
jmeter,ProxyControlGui
argouml,UndoUmlHelperDecorator
xerces,BuiltinAttrDecl
jfreechart,AbstractPieItemLabelGenerator
wct,HasPrivilegeTag
pmd,ClassNodeComparator
rssowl,IBookMark
xalan,GreaterThanOrEqualComparator
argouml,RunnableClass
drawswf,KunststoffNotebookTheme
jspwiki,Denounce
htmlunit,HtmlUnitRegExpProxy
jfreechart,KeyHandler
weka,CoverTree
struts,3
findbugs,AssertionMethodsFactory
jruby,StaticFieldSetter
webmail,POPAuthenticator
heritrix,ExtractorJS
lucene,TermAllGroupsCollector
fitlibraryforfitnesse,BindSuperGenerics
jena,JenaUUID
lucene,WordTokenFilter
jchempaint,RandomAccessReader
xmojo,CounterMonitor
struts,DefaultActionMapperTest
pmd,ProcessingError
jung,GraphMLWriter
jag,TemplateConfigException
jgroups,RemoveNodeAction
findbugs,Analysis
xerces,BooleanDV
mvnforum,PostSearchQuery
checkstyle,DescendantTokenCheck
c_jdbc,VirtualDatabaseAdmin
jmeter,LDAPArguments
tomcat,MemoryRealm
trove,THashSetTest
megamek,CLMicroPulseLaser
itext,PdfNameTree
struts,ListUIBean
poi,ColumnVector
tapestry,ChainBuilderImplTest
pooka,AddressEntryEditor
javacc,RRepetitionRange
xerces,SAXParserFactoryImpl
jena,Fragments
heritrix,ThreadLocalQueue
pmd,ReportTest
findbugs,IncompatMask
pmd,TypeMap
jfreechart,PeriodAxis
jasml,Constant_Integer
struts,TestBean
xalan,ProcessingInstructionPattern
megamek,ImageFileFactory
openjms,ExceptionServiceImpl
argouml,GeneratorCSharp
velocity,IntrospectorTestCase
rssowl,NewsFilterDialog
jchempaint,MACCSFingerprinter
tomcat,XMLWriter
weka,DatabaseUtils
tomcat,ApplicationContext
freemind,ConditionListMouseListener
poi,VariantTypeException
drjava,WriterThread
itext,ShowText
tapestry,DefaultValidationDecoratorTest
jag,RecentMenu
megamek,SpaceBombAttack
jhotdraw,TeddyView
xalan,KeyCall
jena,ListIndexException
jedit,BufferListener
jchempaint,XLogPDescriptor
jchempaint,MolecularFormulaManipulator
jspwiki,FormElement
argouml,UMLUseCaseExtendListModel
velocity,Velocity629TestCase
megamek,InfantryRifleFederatedLongWeapon
jruby,Fixnum
drjava,JarCreationTest
jgroups,AddDataTest
jruby,Pre2Rest1Post0BlockAssigner
aoi,ButtonStyle
megamek,GhostEntitySprite
argouml,UMLTransitionTriggerComboBoxModel
argouml,ExpressionList
pmd,TooManyFields
castor,TypeNotFoundException
emma,ConstantIterator
poi,TCAbstractType
james,Redirect
mvnforum,MailWebHandler
maven,DefaultModelValidator
weka,NumericToNominal
megamek,ISExtendedLRM10
jruby,UnmarshalStream
tomcat,DeltaSession
findbugs,MarkedEdge
galleon,CustomHighlight
checkstyle,InputMemberName
oscache,CacheMapAccessEvent
megamek,ISExtendedLRM15
weka,SerialUIDChanger
openjms,ConnectionHandle
colt,BreitWignerMeanSquare
jFin_DateMath,PlainSwap
xalan,FilterExprIteratorSimple
xalan,ElemDesc
ganttproject,TimeUnitGraph
jext,TokenizeFunction
weka,SerializedModelSaver
freemind,NodeAdapter
xerces,XSInputSource
jruby,ReadonlyGlobalVariable
openjms,DefaultExpressionFactory
wct,Agency
jedit,Unavailable
jchempaint,CDKUtilities
htmlunit,HtmlHeadingTest
xalan,XMLString
castor,JType
argouml,SelectionClass
sandmark,StatisticsRecord
freecol,Limit
emma,ClassItem
checkstyle,InputArrayTypeStyle
exoportal,UserQueryHandler
megamek,ISExtendedLRM20
exoportal,PortletActionListener
jgrapht,VertexDegreeEquivalenceComparator
heritrix,CrawlHost
colt,SparseDoubleMatrix1D
freemind,MapsMenuActionListener
findbugs,BugMatcher
pooka,FolderTracker
tomcat,JndiPermission
poi,EscherArrayProperty
columba,PriorityFilterTest
velocity,InvalidGetMethodExecutor
jedit,CaretBlinker
jasperreports,JRBaseBoxRightPen
axion,NotWhereNode
c_jdbc,ComponentManager
freecol,SaveAction
jhotdraw,ODGDrawingPanel
jasperreports,JRThreadSubreportRunnerFactory
lucene,FacetsCollector
antlr,GrammarNonDeterminismMessage
galleon,InternetOptionsPanel
argouml,UMLAssociationEndChangeabilityRadioButtonPanel
weka,KDTreeNodeSplitter
fitjava,FixtureLoadFixture
freecol,InciteMessage
hsqldb,FunctionSQLInvoked
jfreechart,MovingAverage
exoportal,MimeResource
fitlibraryforfitnesse,NestedLists222
jena,SubjectMapper
freecol,ChipResource
heritrix,HopsFilter
struts,ResultInfo
poi,SharedStringsTable
pmd,StatisticalRule
fitlibraryforfitnesse,PlugBoard
heritrix,PreconditionEnforcer
colt,SparseDoubleMatrix3D
findbugs,RecentMenu
jfreechart,XYImageAnnotation
castor,Loader
jrat,ProxyXADataSource
freemind,ImageFilter
pmd,VBHTMLRenderer
jchempaint,ChemDrawFormat
jasperreports,JRDesignStyle
hsqldb,ServerConfiguration
jasperreports,Parameter
columba,StreamCacheTest
quartz,TriggerSupport
megamek,ChassisType
poi,XLSX2CSV
tomcat,MessageDispatchInterceptor
freecol,CashInTreasureTrainMission
argouml,SelectionClassifierBox
megamek,BombArrowIV
fitlibraryforfitnesse,TestResultsFactory
jruby,FlipNode
castor,XercesSerializer
ganttproject,RolesTableModel
itext,DocWriter
tapestry,ClassFabUtils
jruby,Pre0Rest0Post0Assigner
jchempaint,HuLuIndexTool
weka,KStarNumericAttribute
colt,FloatListAdapter
jung,EigenvectorCentrality
jfreechart,GrayPaintScale
jrat,Background
jgroups,MessageSizeTest
jasperreports,LineBoxWrapper
exoportal,EditModeActionListener
checkstyle,FinalLocalVariableCheck
htmlunit,XPathUtils
exoportal,UISmsAdminForm
jext,AboutWindow
poi,UnknownStream
drjava,KeyStrokeOptionComponentTest
freemind,TableModelHandler
castor,TimePeriodFieldHandler
weka,MinkowskiDistance
velocity,Evaluate
itext,PdfSmartCopy
antlr,DFAOptimizer
drawswf,InCompositeContext_INT_PACK
freecol,ReportEducationAction
poi,ExpandedDouble
jruby,IR_ExecutionScope
jedit,ClockWidgetFactory
jena,IllegalPrefixException
fitjava,ArrayAdapter
jruby,GET_FIELD_Instr
lucene,DiffIt
jchempaint,AbstractChemSequenceTest
poi,TestFormulaBugs
wct,AgencySearchCommand
proguard,BasicInvocationUnit
jhotdraw,DefaultDrawingViewBeanInfo
jfreechart,XYIntervalDataItem
castor,Comparison
itext,ChapterAutoNumber
jchempaint,ParserTest
megamek,ISMRM4IOS
poi,RightMarginRecord
struts,TreeNode
c_jdbc,PatternRewritingRule
argouml,PanelData
poi,TestComment2000
weka,BeanInstance
weka,KernelEvaluation
poi,XSSFOddFooter
lucene,TopGroups
fitlibraryforfitnesse,ExceptionThrownByNestedShow
wct,UserRoleDAOImpl
freemind,ShowSelectedAttributesAction
jhotdraw,ResizeHandleKit
wct,ProfileFormCredentials
lucene,TokenizedPhraseQueryNode
sandmark,ClassMetric
argouml,ClClassName
xerces,XMLAttributesImpl
poi,MissingArgEval
columba,SALearnExternalToolPlugin
jruby,InterpretedBlock
jhotdraw,DefaultFontChooserModel
jasperreports,TimeoutGovernorException
jmeter,InvalidVariableException
drjava,NameVisitor
jasperreports,ClassLoaderAnnotationObjectOutputStream
c_jdbc,DataCollector
log4j,HTMLLayoutTest
columba,MailCheckingManager
tomcat,PageDirective
tomcat,SessionIdElement
jgraph,DefaultTextField
quartz,PropertySettingJobFactoryTest
poi,DrawingManager
jruby,RubyStringIO
roller,SharedThemeTemplate
columba,SaveMessageBodyAsCommand
megamek,InfantryRifleMarxXXLaserWeapon
exoportal,MailServiceImpl
pmd,AbstractNameDeclaration
poi,PackagePartName
jhotdraw,MoveConstrainedAction
poi,CPSplitCalculator
hsqldb,RowAction
columba,ReplyWithTemplateAction
poi,Log
freecs,UserStore
jasperreports,JRBaseCandlestickPlot
pmd,BenchmarkResult
pmd,Search
argouml,UMLGeneralizationParentListModel
hsqldb,DateTimeType
jgroups,ExponentialIntervalTest
jFin_DateMath,FlatNotionalSchedule
argouml,UmlFactory
exoportal,ShowExplorerActionListener
quilt,ClassAction
argouml,UseCasesHelperMDRImpl
poi,TblPtg
megamek,PrototypeGaussHandler
jspwiki,Workflow
galleon,EmailScreen
htmlunit,IEConditionalCommentExpressionEvaluator
c_jdbc,GuiParsingThread
jchempaint,BondPartialSigmaChargeDescriptor
jchempaint,IAtomBondEdits
findbugs,LockCheckerFactory
ivatagroupware,AddressBookSecurityImpl
pmd,FileSelectorTest
junit,Enclosed
jena,DocumentManagerAssembler
jag,ForeignKey
poi,SimpleAsciiOutputStream
xalan,LocalNameCall
proguard,ClassSpecification
freecs,CmdPunish
wct,QualityReviewToolCommand
pooka,OpenDefaultDisplayAction
exoportal,UIContentConfig
argouml,CrNodesOverlap
emma,FilterTask
freecs,CmdKickToRoom
columba,StreamCache
fitlibraryforfitnesse,Primitives
xerces,ScannedEntity
argouml,CrDisambigStateName
drjava,InteractionsPaneOptions
jgraphpad,WindowLogConsole
poi,FontRecord
oscache,CachePersistenceException
drjava,ClassFileError
fitlibraryforfitnesse,StringTablesPair
jruby,ConvertBytes
jchempaint,AtomHybridizationVSEPRDescriptor
jasperreports,XmlssCellStyle
jext,ToLiteralFunction
freemind,SaveAll
xerces,CharOp
drjava,UninsertCommand
colt,IntArrayList
poi,ConcatEval
jspwiki,WikiSecurityException
argouml,GetterSetterManager
castor,GYearMonthFieldHandler
jgroups,TotalTokenDemo
fitlibraryforfitnesse,NullString
weka,VaryNode
columba,ColorMessageMenu
struts,ComboBox
axion,BaseBTreeIndex
mvnforum,GroupXML
jmeter,AxisGraph
fitlibraryforfitnesse,ClassWithParseMethod2
jfreechart,PolarChartPanel
marauroa,DefaultRPClass
junit,PageInfoLinkTag
jext,HomeCommand
drjava,JavadocModelTest
jhotdraw,JavaNumberFormatter
galleon,MusicOrganizerConfiguration
xalan,SerializerMessages_ca
megamek,CLLRM3OS
exoportal,CheckboxParameter
struts,AbstractUITag
weka,C45Saver
roller,RollerSession
jedit,IndentRule
jspwiki,SearchResult
sandmark,CkAppMeasure
columba,CenterJustifyAction
fitjava,FileRunner
freecs,LogCleaner
jfreechart,ContourPlotUtilities
drawswf,OutStream
exoportal,UIGroupNode
jasperreports,JRSourceCompileTask
tapestry,JettyRunner
xalan,SerializerMessages_cs
lucene,DisjunctionSumScorer
ganttproject,MyListModel
rssowl,FolderChooser
tomcat,ServletContextElement
lucene,ArrayUtil
weka,RandomCode
velocity,RuntimeSingleton
xalan,AncestorPattern
displaytag,Displ056Test
pooka,RequiredFilter
jgraphpad,WindowMaximize
xalan,SerializerMessages_de
aoi,ManageSplitPane
heritrix,StripUserinfoRule
tomcat,AstTrue
findbugs,DataFile
drjava,DrJavaBook
tomcat,SessionUtils
aoi,Cylinder
exoportal,PortletWindowSessionAdapter
jmeter,LoginConfigGui
jfreechart,OHLC
mvnforum,CategoryService
jmeter,BSFPostProcessorBeanInfo
freecs,RequestEvaluator
xerces,XMLEntityHandler
findbugs,AbstractFrameModelingVisitor
maven,DefaultModelPathTranslator
lucene,FST
jena,ReadAction
jruby,EmptyByteListHolder
findbugs,ReturnPathAnalysis
galleon,PlaylistItem
poi,SeriesRecord
castor,XercesOutputFormat
jchempaint,SingleStructureRandomGenerator
sandmark,4
sandmark,5
jhotdraw,TaskFigure
mvnforum,MessageStatisticsDAO
jruby,DEFINE_CLASS_METHOD_Instr
fitlibraryforfitnesse,SetUpTearDownOfOther
xalan,SerializerMessages_es
jasperreports,JasperFillManager
argouml,UMLValueSpecificationPanel
joggplayer,StaticCodeBook
galleon,PlaylistsOptionsPanel
checkstyle,DetectorOptions
pooka,MessageCryptoInfo
c_jdbc,VariablePoolConnectionManager
jmeter,FunctionHelper
jspwiki,Feed
weka,SymmetricalUncertAttributeEval
findbugs,FindBugsAnalysisFeatures
weka,AbstractTrainingSetProducerBeanInfo
htmlunit,WebClient2Test
freecs,Template
picocontainer,ReflectionLifecycleException
jgroups,ReplicatedTreeDemo
marauroa,TransferACKHandler
jung,MagnifyTransformer
xalan,SerializerMessages_fr
exoportal,CommunityConfig
jfreechart,GreyPalette
wct,TargetInstanceComparator
findbugs,ReadReturnShouldBeChecked
mvnforum,CategoryBuilderServiceImplDefault
lucene,FieldFragList
log4j,ISO8601DateFormat
aoi,ModuleLoader
hsqldb,ValuePool
argouml,SelectionActionState
sunflow,ParserException
